"community","no of nodes","indegree","ind"," no of nodes max in","no of sink nodes"
"2099","23","9305038.0","1","22","11"
"2100","2","304106.0","1","1","1"
"2101","7","7081.0","1","6","5"
"2102","3","8143.0","1","2","2"
"2103","35","9807035.0","1","34","19"
"2104","4","9609029.0","1","3","2"
"2105","6","9611001.0","1","5","3"
"2106","3","9905110.0","1","2","2"
"2107","4","9708125.0","1","3","2"
"2108","2","9609150.0","1","1","1"
"2109","688","9812069.0","1","687","307"
"2110","6","9905110.0","1","5","4"
"2111","14","9602009.0","1","13","6"
"2112","190","9604181.0","1","189","86"
"2113","26","9810212.0","1","25","11"
"2114","670","9904183.0","1","669","297"
"2115","7387","9506118.0","1","7386","3586"
"2116","7402","9510217.0","1","7401","3600"
"2117","7398","9510217.0","1","7397","3599"
"2118","7366","9511061.0","1","7365","3591"
"2119","29","109137.0","1","28","15"
"2120","7","9804021.0","1","6","2"
"2121","5","9801199.0","1","4","2"
"2122","4","9801199.0","1","3","2"
"2123","7808","9702046.0","1","7807","3832"
"2124","4136","9512130.0","1","4135","1965"
"2125","4142","9702046.0","1","4141","1976"
"2126","47","9903245.0","1","46","23"
"2127","9392","106260.0","1","9391","4645"
"2128","3471","9312170.0","1","3470","1642"
"2129","49","4157.0","1","48","24"
"2130","144","9403188.0","1","143","69"
"2131","142","9409183.0","1","141","70"
"2132","23","9906019.0","1","22","12"
"2133","14","9908112.0","1","13","6"
"2134","10579","9408061.0","1","10578","5297"
"2135","3067","9305011.0","1","3066","1467"
"2136","8367","9406213.0","1","8366","4122"
"2137","2","9079.0","1","1","1"
"2138","18","9706198.0","1","17","9"
"2139","6","9912128.0","1","5","3"
"2140","996","9511195.0","1","995","462"
"2141","5","9707024.0","1","4","2"
"2142","4","4168.0","1","3","2"
"2143","993","9511195.0","1","992","459"
"2144","1305","9312161.0","1","1304","620"
"2145","23","9507076.0","1","22","13"
"2146","15","9511207.0","1","14","9"
"2147","7","9804109.0","1","6","3"
"2148","1101","9901133.0","1","1100","513"
"2149","10230","9605046.0","1","10229","5087"
"2150","7381","9605046.0","1","7380","3575"
"2151","7380","9605046.0","1","7379","3574"
"2152","2","9610047.0","1","1","1"
"2153","3","9710209.0","1","2","1"
"2154","13","9409068.0","1","12","7"
"2155","20","9409068.0","1","19","11"
"2156","11","9905184.0","1","10","4"
"2157","2","111124.0","1","1","1"
"2158","50","101187.0","1","49","22"
"2159","5","12237.0","1","4","1"
"2160","9","10225.0","1","8","6"
"2161","15","9906089.0","1","14","9"
"2162","2","4193.0","1","1","1"
"2163","4","111162.0","1","3","2"
"2164","1528","9509124.0","1","1527","700"
"2165","10","9811157.0","1","9","4"
"2166","397","9510157.0","1","396","186"
"2167","1109","9502032.0","1","1108","517"
"2168","6","9409133.0","1","5","4"
"2169","13","9409133.0","1","12","7"
"2170","12","9703139.0","1","11","7"
"2171","9138","9910013.0","1","9137","4542"
"2172","1019","9407147.0","1","1018","465"
"2173","3","9902048.0","1","2","2"
"2174","31","9509086.0","1","30","16"
"2175","14","9906124.0","1","13","7"
"2176","493","9305020.0","1","492","213"
"2177","8761","9603031.0","1","8760","4353"
"2178","7","9409046.0","1","6","4"
"2179","6","5017.0","1","5","2"
"2180","2","5019.0","1","1","1"
"2181","4","9710042.0","1","3","2"
"2182","11627","9305137.0","1","11626","5824"
"2183","8869","9701119.0","1","8868","4385"
"2184","3","5030.0","1","2","2"
"2185","12031","9401027.0","1","12030","6053"
"2186","4","9611232.0","1","3","2"
"2187","14","9505047.0","1","13","7"
"2188","11227","9503217.0","1","11226","5656"
"2189","3","12001.0","1","2","2"
"2190","983","5039.0","1","982","460"
"2191","3","9704074.0","1","2","1"
"2192","46","5053.0","1","45","18"
"2193","1129","9312213.0","1","1128","533"
"2194","1014","6156.0","1","1013","469"
"2195","7378","9502091.0","1","7377","3602"
"2196","4","9707029.0","1","3","2"
"2197","4","9707029.0","1","3","2"
"2198","7364","9409064.0","1","7363","3564"
"2199","538","5061.0","1","537","241"
"2200","12336","9505052.0","1","12335","6233"
"2201","12209","9404063.0","1","12208","6166"
"2202","717","8235.0","1","716","318"
"2203","7","9405130.0","1","6","5"
"2204","5","9071.0","1","4","2"
"2205","4","9901037.0","1","3","2"
"2206","4","5078.0","1","3","2"
"2207","455","9603057.0","1","454","206"
"2208","9365","9503229.0","1","9364","4658"
"2209","5","5082.0","1","4","3"
"2210","15","9709024.0","1","14","7"
"2211","12","9807158.0","1","11","6"
"2212","7","9905022.0","1","6","3"
"2213","3229","10105.0","1","3228","1536"
"2214","16","9401045.0","1","15","9"
"2215","14","5089.0","1","13","8"
"2216","11","5089.0","1","10","6"
"2217","14","9409030.0","1","13","8"
"2218","8","9401129.0","1","7","3"
"2219","10880","9511053.0","1","10879","5448"
"2220","2","5096.0","1","1","1"
"2221","11847","9504061.0","1","11846","5960"
"2222","534","9504061.0","1","533","233"
"2223","5","9909104.0","1","4","2"
"2224","7","9909104.0","1","6","3"
"2225","2","9606137.0","1","1","1"
"2226","2","9911111.0","1","1","1"
"2227","3669","9803078.0","1","3668","1726"
"2228","8436","9806115.0","1","8435","4181"
"2229","3","9301112.0","1","2","2"
"2230","7","9212069.0","1","6","5"
"2231","9","9210066.0","1","8","4"
"2232","8","7102.0","1","7","3"
"2233","3","7102.0","1","2","1"
"2234","131","9511207.0","1","130","60"
"2235","11301","9804112.0","1","11300","5689"
"2236","11255","9405004.0","1","11254","5646"
"2237","2","5128.0","1","1","1"
"2238","11288","9209041.0","1","11287","5662"
"2239","8","9410214.0","1","7","5"
"2240","4","9608165.0","1","3","2"
"2241","153","9407091.0","1","152","67"
"2242","7326","9605140.0","1","7325","3586"
"2243","3","9502019.0","1","2","1"
"2244","19","9605140.0","1","18","12"
"2245","13","9303079.0","1","12","7"
"2246","7315","9605140.0","1","7314","3579"
"2247","10","9606144.0","1","9","5"
"2248","5","9607234.0","1","4","2"
"2249","4559","9507114.0","1","4558","2176"
"2250","10867","9502015.0","1","10866","5436"
"2251","1706","9502015.0","1","1705","796"
"2252","208","9608192.0","1","207","88"
"2253","2","9612155.0","1","1","1"
"2254","19","9509075.0","1","18","9"
"2255","6","9809081.0","1","5","2"
"2256","2","9912008.0","1","1","1"
"2257","519","5136.0","1","518","228"
"2258","228","9707136.0","1","227","103"
"2259","230","5140.0","1","229","105"
"2260","6","9811111.0","1","5","3"
"2261","6","9303076.0","1","5","3"
"2262","2","9706178.0","1","1","1"
"2263","2","111073.0","1","1","1"
"2264","2","9912042.0","1","1","1"
"2265","3","302154.0","1","2","2"
"2266","2","5144.0","1","1","1"
"2267","9519","9609153.0","1","9518","4726"
"2268","5","12061.0","1","4","3"
"2269","6","9908188.0","1","5","3"
"2270","3","6157.0","1","2","1"
"2271","2","105213.0","1","1","1"
"2272","1017","6107.0","1","1016","458"
"2273","3","201011.0","1","2","2"
"2274","88","9603010.0","1","87","39"
"2275","2","9308016.0","1","1","1"
"2276","11358","5162.0","1","11357","5707"
"2277","4","9712161.0","1","3","2"
"2278","2","9502150.0","1","1","1"
"2279","11504","9411099.0","1","11503","5772"
"2280","4","110116.0","1","3","1"
"2281","3","9307103.0","1","2","2"
"2282","2","9308040.0","1","1","1"
"2283","2","5171.0","1","1","1"
"2284","2990","9502070.0","1","2989","1430"
"2285","1071","9603159.0","1","1070","499"
"2286","13","9601027.0","1","12","7"
"2287","9","9905172.0","1","8","2"
"2288","21","9605206.0","1","20","5"
"2289","10547","9504104.0","1","10546","5283"
"2290","2","9409039.0","1","1","1"
"2291","399","9912024.0","1","398","174"
"2292","6","105305.0","1","5","2"
"2293","10780","9308106.0","1","10779","5387"
"2294","10","106075.0","1","9","3"
"2295","3","112201.0","1","2","2"
"2296","24","9408146.0","1","23","14"
"2297","20","9611068.0","1","19","12"
"2298","260","5194.0","1","259","112"
"2299","7","9904055.0","1","6","3"
"2300","5","9904055.0","1","4","2"
"2301","54","9804072.0","1","53","25"
"2302","2","101107.0","1","1","1"
"2303","69","9608056.0","1","68","34"
"2304","9","9611147.0","1","8","6"
"2305","7","9125.0","1","6","3"
"2306","6","9906229.0","1","5","2"
"2307","23","9402088.0","1","22","10"
"2308","7305","9706206.0","1","7304","3547"
"2309","873","9904213.0","1","872","397"
"2310","7415","9512223.0","1","7414","3621"
"2311","409","9702072.0","1","408","186"
"2312","4","9801163.0","1","3","2"
"2313","3","9807233.0","1","2","2"
"2314","6","9412095.0","1","5","3"
"2315","7","9505107.0","1","6","4"
"2316","3","9305179.0","1","2","1"
"2317","923","9511111.0","1","922","420"
"2318","6","5233.0","1","5","1"
"2319","164","9612101.0","1","163","74"
"2320","4","9906181.0","1","3","2"
"2321","3","5243.0","1","2","2"
"2322","336","9512173.0","1","335","151"
"2323","2206","6047.0","1","2205","1021"
"2324","1563","9408133.0","1","1562","722"
"2325","8","10285.0","1","7","4"
"2326","20","9709154.0","1","19","8"
"2327","164","110044.0","1","163","66"
"2328","88","5259.0","1","87","40"
"2329","88","5259.0","1","87","40"
"2330","11223","9405096.0","1","11222","5650"
"2331","13","103083.0","1","12","4"
"2332","10984","9707034.0","1","10983","5519"
"2333","15","9410174.0","1","14","10"
"2334","26","9504134.0","1","25","15"
"2335","19","9609142.0","1","18","11"
"2336","10","9609143.0","1","9","6"
"2337","2","5267.0","1","1","1"
"2338","3","9803036.0","1","2","1"
"2339","2","9905201.0","1","1","1"
"2340","2","9905201.0","1","1","1"
"2341","2","9905201.0","1","1","1"
"2342","2","206230.0","1","1","1"
"2343","4","11053.0","1","3","2"
"2344","2135","9705219.0","1","2134","992"
"2345","2","209023.0","1","1","1"
"2346","9201","9308060.0","1","9200","4584"
"2347","2","210240.0","1","1","1"
"2348","2","9705081.0","1","1","1"
"2349","232","5286.0","1","231","109"
"2350","233","9906174.0","1","232","109"
"2351","4","9906174.0","1","3","1"
"2352","2078","7015.0","1","2077","979"
"2353","223","9912271.0","1","222","101"
"2354","3","9906023.0","1","2","2"
"2355","3","9906023.0","1","2","2"
"2356","5","6141.0","1","4","2"
"2357","53","9601024.0","1","52","18"
"2358","11","9811038.0","1","10","3"
"2359","1517","9504149.0","1","1516","693"
"2360","27","6006.0","1","26","14"
"2361","10","7114.0","1","9","5"
"2362","5","204163.0","1","4","2"
"2363","9958","9403168.0","1","9957","4921"
"2364","9","9610177.0","1","8","5"
"2365","1016","6107.0","1","1015","457"
"2366","37","9407028.0","1","36","23"
"2367","16","9802050.0","1","15","6"
"2368","2","10020.0","1","1","1"
"2369","17","9911139.0","1","16","6"
"2370","454","12017.0","1","453","207"
"2371","8325","9512148.0","1","8324","4134"
"2372","11836","9206056.0","1","11835","5952"
"2373","11832","9411020.0","1","11831","5950"
"2374","224","9412232.0","1","223","100"
"2375","11831","9306041.0","1","11830","5938"
"2376","4920","9501071.0","1","4919","2358"
"2377","224","9412232.0","1","223","100"
"2378","559","9704168.0","1","558","253"
"2379","7","102039.0","1","6","3"
"2380","166","10033.0","1","165","74"
"2381","2","8229.0","1","1","1"
"2382","3","9507004.0","1","2","1"
"2383","2","6045.0","1","1","1"
"2384","9671","9511093.0","1","9670","4801"
"2385","5","210298.0","1","4","4"
"2386","520","6179.0","1","519","238"
"2387","10","7108.0","1","9","5"
"2388","6","9907190.0","1","5","2"
"2389","3","9612074.0","1","2","1"
"2390","2","6065.0","1","1","1"
"2391","461","9506099.0","1","460","210"
"2392","1925","9310046.0","1","1924","902"
"2393","3129","9504127.0","1","3128","1465"
"2394","3149","9403075.0","1","3148","1473"
"2395","3128","9510059.0","1","3127","1464"
"2396","3140","9709103.0","1","3139","1469"
"2397","3","111029.0","1","2","2"
"2398","5","6075.0","1","4","3"
"2399","2191","7170.0","1","2190","1025"
"2400","2255","9509027.0","1","2254","1048"
"2401","7","9706077.0","1","6","3"
"2402","12","9412237.0","1","11","6"
"2403","8","9807065.0","1","7","4"
"2404","3","107027.0","1","2","2"
"2405","2","107027.0","1","1","1"
"2406","314","8010.0","1","313","134"
"2407","3","9912265.0","1","2","1"
"2408","34","9906032.0","1","33","14"
"2409","11383","9409037.0","1","11382","5709"
"2410","2","9409087.0","1","1","1"
"2411","3","202023.0","1","2","1"
"2412","32","9606174.0","1","31","13"
"2413","6","9912063.0","1","5","3"
"2414","5","6116.0","1","4","3"
"2415","8645","9401036.0","1","8644","4269"
"2416","7316","9706206.0","1","7315","3555"
"2417","7","9907154.0","1","6","3"
"2418","40","202007.0","1","39","14"
"2419","802","6144.0","1","801","358"
"2420","9806","9308066.0","1","9805","4880"
"2421","4","9610244.0","1","3","2"
"2422","2","9502159.0","1","1","1"
"2423","5","9601111.0","1","4","3"
"2424","5","9601111.0","1","4","3"
"2425","7","9907168.0","1","6","4"
"2426","8","9805095.0","1","7","2"
"2427","790","9509026.0","1","789","364"
"2428","791","9506023.0","1","790","363"
"2429","17","9612063.0","1","16","7"
"2430","3107","6163.0","1","3106","1491"
"2431","14","9508113.0","1","13","8"
"2432","16","9505113.0","1","15","10"
"2433","2990","9803079.0","1","2989","1430"
"2434","5","9803079.0","1","4","3"
"2435","1534","9312170.0","1","1533","704"
"2436","3192","103127.0","1","3191","1513"
"2437","20","11053.0","1","19","8"
"2438","3","11228.0","1","2","2"
"2439","7","9810165.0","1","6","3"
"2440","3","9904001.0","1","2","1"
"2441","2","9908108.0","1","1","1"
"2442","10963","9411077.0","1","10962","5514"
"2443","4","9507047.0","1","3","1"
"2444","599","9606175.0","1","598","269"
"2445","16","9908069.0","1","15","7"
"2446","526","111096.0","1","525","228"
"2447","5","9811252.0","1","4","3"
"2448","2","9510120.0","1","1","1"
"2449","2","103142.0","1","1","1"
"2450","10","9608138.0","1","9","6"
"2451","1264","6235.0","1","1263","583"
"2452","138","111160.0","1","137","57"
"2453","3","9510160.0","1","2","2"
"2454","8","6214.0","1","7","4"
"2455","7","9911233.0","1","6","3"
"2456","7416","9506118.0","1","7415","3607"
"2457","49","9607243.0","1","48","21"
"2458","2","9903064.0","1","1","1"
"2459","2067","8046.0","1","2066","977"
"2460","46","9711092.0","1","45","23"
"2461","9","9912195.0","1","8","4"
"2462","9324","9309115.0","1","9323","4639"
"2463","3","7066.0","1","2","2"
"2464","2990","9502070.0","1","2989","1430"
"2465","18","9607085.0","1","17","8"
"2466","4146","9410154.0","1","4145","1973"
"2467","2","9802021.0","1","1","1"
"2468","8547","9612102.0","1","8546","4228"
"2469","268","9912016.0","1","267","114"
"2470","35","103077.0","1","34","16"
"2471","2","212022.0","1","1","1"
"2472","402","112117.0","1","401","172"
"2473","9","9507133.0","1","8","5"
"2474","6","9710047.0","1","5","3"
"2475","2","9605160.0","1","1","1"
"2476","3","7033.0","1","2","1"
"2477","129","10042.0","1","128","56"
"2478","2","9604093.0","1","1","1"
"2479","2012","7078.0","1","2011","944"
"2480","11","7047.0","1","10","5"
"2481","3","9604086.0","1","2","2"
"2482","8","10107.0","1","7","4"
"2483","9914","9512226.0","1","9913","4932"
"2484","5","9507033.0","1","4","3"
"2485","9","101146.0","1","8","5"
"2486","46","9507015.0","1","45","23"
"2487","7304","9702118.0","1","7303","3547"
"2488","7321","9509119.0","1","7320","3546"
"2489","13","105046.0","1","12","6"
"2490","273","9508086.0","1","272","117"
"2491","8","9803129.0","1","7","5"
"2492","7335","12229.0","1","7334","3568"
"2493","7479","9307108.0","1","7478","3628"
"2494","24","9511091.0","1","23","12"
"2495","6","8045.0","1","5","1"
"2496","12172","9404035.0","1","12171","6159"
"2497","27","9901039.0","1","26","12"
"2498","4","9601022.0","1","3","2"
"2499","2","7114.0","1","1","1"
"2500","2","7114.0","1","1","1"
"2501","8","10257.0","1","7","3"
"2502","6","11198.0","1","5","3"
"2503","3","107049.0","1","2","1"
"2504","3","9702009.0","1","2","1"
"2505","2","7122.0","1","1","1"
"2506","2","110276.0","1","1","1"
"2507","2","9503065.0","1","1","1"
"2508","1712","9502015.0","1","1711","799"
"2509","1712","9502015.0","1","1711","799"
"2510","2","107170.0","1","1","1"
"2511","2","9411197.0","1","1","1"
"2512","3","112159.0","1","2","2"
"2513","2","110182.0","1","1","1"
"2514","4542","9603092.0","1","4541","2168"
"2515","24","7144.0","1","23","10"
"2516","1597","9410241.0","1","1596","732"
"2517","1765","9305026.0","1","1764","818"
"2518","1925","9403070.0","1","1924","893"
"2519","1381","10122.0","1","1380","647"
"2520","3","9511013.0","1","2","1"
"2521","3","7165.0","1","2","2"
"2522","8","10257.0","1","7","3"
"2523","9689","9509170.0","1","9688","4810"
"2524","17","7183.0","1","16","7"
"2525","4","7183.0","1","3","1"
"2526","20","9710022.0","1","19","7"
"2527","6","10285.0","1","5","2"
"2528","2332","9511133.0","1","2331","1071"
"2529","977","9808027.0","1","976","453"
"2530","7","103037.0","1","6","3"
"2531","7326","9406073.0","1","7325","3568"
"2532","1271","7192.0","1","1270","585"
"2533","2","9902103.0","1","1","1"
"2534","3","201234.0","1","2","2"
"2535","4","8049.0","1","3","2"
"2536","4","111063.0","1","3","2"
"2537","4","9501121.0","1","3","2"
"2538","4","12058.0","1","3","3"
"2539","28","9509060.0","1","27","13"
"2540","4","9904084.0","1","3","1"
"2541","7313","9611133.0","1","7312","3561"
"2542","5","9910085.0","1","4","2"
"2543","4238","9804101.0","1","4237","2019"
"2544","507","8074.0","1","506","220"
"2545","1266","11279.0","1","1265","577"
"2546","2","7245.0","1","1","1"
"2547","2","102034.0","1","1","1"
"2548","1073","9304068.0","1","1072","485"
"2549","3","8006.0","1","2","2"
"2550","886","9501101.0","1","885","412"
"2551","15","9706020.0","1","14","9"
"2552","9","9602033.0","1","8","3"
"2553","185","9505029.0","1","184","78"
"2554","885","9501101.0","1","884","410"
"2555","219","11171.0","1","218","89"
"2556","21","9502053.0","1","20","9"
"2557","2","8018.0","1","1","1"
"2558","4884","9405007.0","1","4883","2336"
"2559","3","8032.0","1","2","1"
"2560","4","9007.0","1","3","1"
"2561","3","9502051.0","1","2","1"
"2562","602","10110.0","1","601","276"
"2563","8","9605074.0","1","7","4"
"2564","1183","9411018.0","1","1182","555"
"2565","573","107220.0","1","572","253"
"2566","7380","9403133.0","1","7379","3589"
"2567","11235","9403183.0","1","11234","5634"
"2568","223","9912271.0","1","222","101"
"2569","19","9511226.0","1","18","12"
"2570","4","8078.0","1","3","2"
"2571","4","106029.0","1","3","3"
"2572","2","9808018.0","1","1","1"
"2573","2","9808018.0","1","1","1"
"2574","164","201193.0","1","163","68"
"2575","2","9408174.0","1","1","1"
"2576","9","9808147.0","1","8","2"
"2577","8","9812148.0","1","7","4"
"2578","2","208001.0","1","1","1"
"2579","7","9806117.0","1","6","4"
"2580","507","9611193.0","1","506","222"
"2581","8","9911020.0","1","7","4"
"2582","5","9911020.0","1","4","3"
"2583","7273","9806141.0","1","7272","3541"
"2584","3","9709102.0","1","2","2"
"2585","3","9511004.0","1","2","1"
"2586","937","9233.0","1","936","438"
"2587","3","112056.0","1","2","1"
"2588","6","9810245.0","1","5","3"
"2589","6","8139.0","1","5","3"
"2590","5","8143.0","1","4","3"
"2591","7","9911207.0","1","6","3"
"2592","7380","9604015.0","1","7379","3594"
"2593","2","11012.0","1","1","1"
"2594","711","9510179.0","1","710","318"
"2595","9733","9301046.0","1","9732","4812"
"2596","17","9810113.0","1","16","7"
"2597","9299","9506079.0","1","9298","4607"
"2598","9303","9303099.0","1","9302","4608"
"2599","7430","9602021.0","1","7429","3596"
"2600","7387","9701012.0","1","7386","3593"
"2601","2","9905090.0","1","1","1"
"2602","2","112070.0","1","1","1"
"2603","4","8168.0","1","3","2"
"2604","4","9204054.0","1","3","2"
"2605","4","109043.0","1","3","3"
"2606","3","9410235.0","1","2","1"
"2607","10","9507114.0","1","9","4"
"2608","2","8189.0","1","1","1"
"2609","3","11180.0","1","2","2"
"2610","9732","9301046.0","1","9731","4811"
"2611","108","9605127.0","1","107","48"
"2612","112","9810105.0","1","111","50"
"2613","8606","9608078.0","1","8605","4252"
"2614","72","9703219.0","1","71","29"
"2615","14","102021.0","1","13","5"
"2616","9616","9501005.0","1","9615","4750"
"2617","2","9803223.0","1","1","1"
"2618","6","9809215.0","1","5","3"
"2619","4","9809214.0","1","3","2"
"2620","30","9412169.0","1","29","15"
"2621","3","202169.0","1","2","2"
"2622","4883","9501071.0","1","4882","2336"
"2623","25","9093.0","1","24","10"
"2624","3","8249.0","1","2","1"
"2625","3","8249.0","1","2","1"
"2626","211","11282.0","1","210","86"
"2627","2","211106.0","1","1","1"
"2628","9377","9503133.0","1","9376","4673"
"2629","4","9505001.0","1","3","2"
"2630","103","12032.0","1","102","41"
"2631","6","9411166.0","1","5","3"
"2632","2","9801193.0","1","1","1"
"2633","505","109067.0","1","504","222"
"2634","164","204203.0","1","163","72"
"2635","2077","9711133.0","1","2076","977"
"2636","1420","11060.0","1","1419","651"
"2637","3","9046.0","1","2","1"
"2638","253","11164.0","1","252","104"
"2639","2143","9609025.0","1","2142","995"
"2640","11011","9509151.0","1","11010","5518"
"2641","6","10020.0","1","5","3"
"2642","8778","10106.0","1","8777","4359"
"2643","28","9708102.0","1","27","11"
"2644","2","301215.0","1","1","1"
"2645","5","106273.0","1","4","3"
"2646","5","212057.0","1","4","2"
"2647","6","9092.0","1","5","3"
"2648","4","9809016.0","1","3","3"
"2649","30","9610241.0","1","29","14"
"2650","4","9805124.0","1","3","2"
"2651","5","9610241.0","1","4","2"
"2652","8878","9102.0","1","8877","4423"
"2653","3","111162.0","1","2","1"
"2654","9","9808173.0","1","8","5"
"2655","21","108244.0","1","20","7"
"2656","613","11056.0","1","612","282"
"2657","2","110276.0","1","1","1"
"2658","2","9114.0","1","1","1"
"2659","3169","9909146.0","1","3168","1481"
"2660","3198","9412059.0","1","3197","1510"
"2661","3","111101.0","1","2","1"
"2662","8","9812045.0","1","7","3"
"2663","7795","9512189.0","1","7794","3798"
"2664","7794","9704040.0","1","7793","3799"
"2665","268","9909209.0","1","267","119"
"2666","268","9909209.0","1","267","119"
"2667","269","9909209.0","1","268","120"
"2668","268","9909209.0","1","267","119"
"2669","277","9804016.0","1","276","122"
"2670","2","9810222.0","1","1","1"
"2671","7","202137.0","1","6","2"
"2672","2","9905051.0","1","1","1"
"2673","5","9301124.0","1","4","2"
"2674","154","9902014.0","1","153","66"
"2675","2","9501008.0","1","1","1"
"2676","213","9604187.0","1","212","86"
"2677","5","111172.0","1","4","4"
"2678","22","9709106.0","1","21","10"
"2679","23","9709106.0","1","22","11"
"2680","19","9709106.0","1","18","9"
"2681","22","9163.0","1","21","7"
"2682","3","9910006.0","1","2","1"
"2683","26","9211088.0","1","25","15"
"2684","195","9401058.0","1","194","89"
"2685","9082","9306035.0","1","9081","4516"
"2686","11224","9407112.0","1","11223","5626"
"2687","63","9408104.0","1","62","25"
"2688","63","9408104.0","1","62","25"
"2689","5","9607234.0","1","4","2"
"2690","4","9607234.0","1","3","1"
"2691","20","9905103.0","1","19","11"
"2692","31","9505093.0","1","30","16"
"2693","2","9509065.0","1","1","1"
"2694","4","9505132.0","1","3","2"
"2695","15","208206.0","1","14","9"
"2696","4850","9301106.0","1","4849","2318"
"2697","2","9304010.0","1","1","1"
"2698","7366","9612019.0","1","7365","3591"
"2699","2","9205104.0","1","1","1"
"2700","434","9905007.0","1","433","191"
"2701","4","9211036.0","1","3","2"
"2702","143","9404157.0","1","142","70"
"2703","2","9503166.0","1","1","1"
"2704","699","9408019.0","1","698","309"
"2705","4","9505064.0","1","3","2"
"2706","2","11067.0","1","1","1"
"2707","9","9701029.0","1","8","4"
"2708","7965","9811110.0","1","7964","3902"
"2709","36","9508034.0","1","35","20"
"2710","507","10104.0","1","506","218"
"2711","7940","9212126.0","1","7939","3890"
"2712","5","9509022.0","1","4","3"
"2713","7922","9501075.0","1","7921","3880"
"2714","7921","9501075.0","1","7920","3879"
"2715","7925","9501075.0","1","7924","3881"
"2716","5","9241.0","1","4","2"
"2717","2","210082.0","1","1","1"
"2718","2","210082.0","1","1","1"
"2719","131","206020.0","1","130","53"
"2720","2","9811196.0","1","1","1"
"2721","7","9804161.0","1","6","2"
"2722","3","111239.0","1","2","2"
"2723","7471","9304067.0","1","7470","3628"
"2724","3","101032.0","1","2","1"
"2725","3","10030.0","1","2","2"
"2726","2","204194.0","1","1","1"
"2727","32","12226.0","1","31","15"
"2728","4","9910123.0","1","3","2"
"2729","20","9504159.0","1","19","11"
"2730","3","10038.0","1","2","1"
"2731","2","111183.0","1","1","1"
"2732","6","9702172.0","1","5","2"
"2733","7889","9612182.0","1","7888","3868"
"2734","9","206216.0","1","8","4"
"2735","664","9606027.0","1","663","294"
"2736","664","9606027.0","1","663","294"
"2737","704","9310071.0","1","703","314"
"2738","8","10057.0","1","7","4"
"2739","8","10057.0","1","7","4"
"2740","8","9805052.0","1","7","3"
"2741","13","107239.0","1","12","7"
"2742","3","9802044.0","1","2","2"
"2743","3","9305164.0","1","2","2"
"2744","13","9706199.0","1","12","5"
"2745","13","9304116.0","1","12","5"
"2746","4","9409072.0","1","3","2"
"2747","3","9401148.0","1","2","1"
"2748","6","12134.0","1","5","2"
"2749","12","9510063.0","1","11","7"
"2750","7616","10102.0","1","7615","3708"
"2751","936","9709192.0","1","935","419"
"2752","10","9312180.0","1","9","5"
"2753","12","9405125.0","1","11","6"
"2754","2","10114.0","1","1","1"
"2755","9","9304101.0","1","8","5"
"2756","20","201076.0","1","19","8"
"2757","2","212104.0","1","1","1"
"2758","553","11230.0","1","552","249"
"2759","7280","9801090.0","1","7279","3542"
"2760","2","9503096.0","1","1","1"
"2761","55","106138.0","1","54","30"
"2762","45","101018.0","1","44","17"
"2763","1088","103220.0","1","1087","505"
"2764","6","9610177.0","1","5","3"
"2765","1013","10162.0","1","1012","470"
"2766","28","9610177.0","1","27","17"
"2767","604","10182.0","1","603","262"
"2768","8","111181.0","1","7","4"
"2769","9","9710069.0","1","8","5"
"2770","7","9710069.0","1","6","3"
"2771","36","9808034.0","1","35","20"
"2772","1628","10240.0","1","1627","758"
"2773","4","9912194.0","1","3","2"
"2774","2","103172.0","1","1","1"
"2775","254","103001.0","1","253","103"
"2776","522","10203.0","1","521","234"
"2777","809","10207.0","1","808","356"
"2778","3","112171.0","1","2","2"
"2779","3","9610124.0","1","2","1"
"2780","7304","9706190.0","1","7303","3561"
"2781","4","9402124.0","1","3","2"
"2782","4","9410096.0","1","3","3"
"2783","1549","11091.0","1","1548","721"
"2784","214","10220.0","1","213","96"
"2785","3","9901022.0","1","2","1"
"2786","599","112168.0","1","598","271"
"2787","19","9809017.0","1","18","9"
"2788","6","10227.0","1","5","2"
"2789","7429","9511119.0","1","7428","3628"
"2790","28","10229.0","1","27","12"
"2791","11","103132.0","1","10","5"
"2792","4","10238.0","1","3","1"
"2793","10","104082.0","1","9","6"
"2794","13","9909026.0","1","12","7"
"2795","5","10253.0","1","4","2"
"2796","11","9909026.0","1","10","4"
"2797","5","105275.0","1","4","3"
"2798","1538","9410241.0","1","1537","705"
"2799","2","209147.0","1","1","1"
"2800","2","9308141.0","1","1","1"
"2801","10","106255.0","1","9","5"
"2802","2","9410001.0","1","1","1"
"2803","1098","9501043.0","1","1097","513"
"2804","8","9503061.0","1","7","4"
"2805","2901","9807017.0","1","2900","1377"
"2806","1444","11060.0","1","1443","663"
"2807","471","9709074.0","1","470","213"
"2808","43","9604182.0","1","42","24"
"2809","100","11239.0","1","99","43"
"2810","3","206232.0","1","2","2"
"2811","527","12029.0","1","526","237"
"2812","3","9811222.0","1","2","1"
"2813","1585","11101.0","1","1584","738"
"2814","9","9806134.0","1","8","4"
"2815","2","9610063.0","1","1","1"
"2816","6","106152.0","1","5","2"
"2817","4","11052.0","1","3","1"
"2818","33","101210.0","1","32","15"
"2819","1380","12035.0","1","1379","633"
"2820","5","206006.0","1","4","1"
"2821","646","9709175.0","1","645","290"
