"nodes","citations","no of papers it cite"
"9204074.0","6","0"
"9310005.0","0","3"
"9403134.0","0","1"
"9509113.0","0","2"
"108214.0","1","2"
"5254.0","1","2"
"9408062.0","1","0"
"9401091.0","5","0"
"9406062.0","2","1"
"9087.0","5","6"
"209242.0","4","11"
"211229.0","0","2"
"9308126.0","1","0"
"9204069.0","2","0"
"9210110.0","2","1"
"9207079.0","3","0"
"9211117.0","3","0"
"3062.0","1","2"
"9912278.0","1","1"
"9805118.0","1","1"
"9807119.0","0","2"
"9911023.0","5","3"
"9502014.0","4","2"
"9055.0","3","4"
"9910123.0","0","2"
"9908127.0","0","3"
"9907058.0","7","0"
"104094.0","2","2"
"9211064.0","4","0"
"9410015.0","2","1"
"9604011.0","2","0"
"9306039.0","6","0"
"9412119.0","3","2"
"9503233.0","0","2"
"9508115.0","0","1"
"9702020.0","0","2"
"9503077.0","3","0"
"9507119.0","0","1"
"212163.0","0","3"
"9510118.0","0","1"
"9604047.0","2","0"
"9904018.0","1","0"
"5283.0","3","1"
"9707043.0","3","0"
"10185.0","1","1"
"9807066.0","4","0"
"9806156.0","4","3"
"101112.0","0","4"
"109046.0","0","1"
"205304.0","2","3"
"9712196.0","0","1"
"9502001.0","11","0"
"9053.0","0","2"
"9303102.0","2","0"
"9509101.0","1","0"
"11138.0","21","2"
"8088.0","11","3"
"103001.0","3","5"
"105023.0","31","2"
"301120.0","0","14"
"12082.0","1","6"
"3275.0","2","0"
"4022.0","6","0"
"106168.0","0","3"
"106076.0","7","6"
"106228.0","1","3"
"205277.0","3","3"
"303011.0","0","7"
"12132.0","2","2"
"202016.0","0","5"
"12116.0","3","7"
"301072.0","1","9"
"12062.0","1","2"
"104159.0","8","4"
"112020.0","0","5"
"3077.0","1","0"
"102171.0","1","1"
"9503024.0","3","0"
"9510120.0","0","2"
"9607059.0","0","2"
"9403018.0","13","0"
"203132.0","1","1"
"3082.0","3","1"
"111241.0","0","3"
"302121.0","0","4"
"107246.0","2","1"
"209028.0","2","2"
"9403031.0","4","0"
"9412151.0","0","2"
"9407175.0","5","0"
"9610127.0","0","1"
"4132.0","0","2"
"9703144.0","1","1"
"9603189.0","1","0"
"9801086.0","0","2"
"102177.0","0","1"
"9507021.0","2","0"
"9909074.0","0","1"
"9302074.0","11","0"
"9403132.0","2","1"
"9506117.0","3","2"
"9305008.0","0","1"
"9410113.0","1","3"
"9601101.0","0","2"
"9606198.0","0","2"
"9712060.0","0","4"
"9401057.0","4","0"
"9512200.0","3","0"
"9707248.0","2","0"
"9207077.0","7","0"
"9306097.0","2","0"
"9308019.0","6","0"
"9406027.0","3","2"
"9408101.0","2","2"
"9411012.0","6","0"
"9504014.0","1","1"
"9411216.0","1","0"
"209228.0","1","6"
"11107.0","3","7"
"9909125.0","6","0"
"9604104.0","2","0"
"9306072.0","3","0"
"9801171.0","2","0"
"3086.0","8","1"
"109165.0","7","3"
"304056.0","0","3"
"211124.0","3","6"
"207203.0","0","1"
"204077.0","0","1"
"112197.0","6","2"
"11066.0","3","4"
"205012.0","5","4"
"303020.0","0","2"
"304040.0","0","2"
"8245.0","2","1"
"12255.0","0","1"
"105138.0","1","3"
"106051.0","8","3"
"207272.0","1","3"
"101160.0","1","2"
"107042.0","1","1"
"203087.0","0","3"
"9180.0","1","1"
"10171.0","3","2"
"10136.0","0","1"
"10199.0","0","1"
"9705185.0","4","0"
"203181.0","2","6"
"9402088.0","2","1"
"9511075.0","3","1"
"204099.0","5","1"
"11262.0","8","1"
"111032.0","0","2"
"208157.0","2","7"
"303031.0","0","10"
"102142.0","2","3"
"210247.0","0","2"
"103151.0","0","2"
"9910086.0","5","0"
"303097.0","5","3"
"304084.0","1","10"
"101050.0","0","2"
"7089.0","26","8"
"110152.0","2","11"
"204055.0","0","11"
"211056.0","1","9"
"6171.0","5","1"
"206125.0","1","3"
"9412182.0","1","0"
"7178.0","0","1"
"104156.0","5","2"
"303003.0","0","4"
"211210.0","0","2"
"103093.0","2","3"
"105293.0","1","1"
"207185.0","0","2"
"205230.0","3","6"
"9612149.0","4","4"
"106026.0","18","6"
"203269.0","2","16"
"204185.0","4","18"
"303208.0","0","9"
"303234.0","0","2"
"9307059.0","5","0"
"9401128.0","1","2"
"3089.0","0","1"
"9712100.0","0","1"
"101120.0","4","4"
"111248.0","0","3"
"11106.0","1","4"
"9307080.0","4","0"
"9307146.0","5","0"
"9806063.0","0","1"
"9504026.0","4","1"
"112151.0","4","2"
"9707204.0","8","1"
"4191.0","1","2"
"9904203.0","5","1"
"106280.0","5","3"
"9709163.0","0","2"
"9608149.0","0","1"
"9706103.0","1","3"
"9804005.0","0","5"
"9502042.0","6","0"
"9506025.0","1","1"
"9808104.0","1","3"
"7107.0","8","3"
"7247.0","9","5"
"8199.0","6","5"
"8204.0","31","8"
"11099.0","18","10"
"11139.0","8","2"
"102160.0","2","7"
"104017.0","9","14"
"104263.0","5","2"
"105012.0","7","4"
"107251.0","19","16"
"204096.0","1","10"
"205287.0","1","5"
"207044.0","3","13"
"210067.0","0","17"
"6246.0","22","0"
"112189.0","1","10"
"301176.0","0","5"
"10017.0","15","0"
"202106.0","0","3"
"105127.0","3","3"
"11095.0","25","0"
"108118.0","9","13"
"111174.0","1","1"
"9810138.0","2","0"
"9909207.0","0","1"
"9902136.0","0","1"
"9906035.0","2","0"
"9811169.0","19","0"
"9910129.0","16","2"
"9911087.0","10","1"
"7030.0","13","3"
"212133.0","0","3"
"9703043.0","0","3"
"9401048.0","5","0"
"9503152.0","2","0"
"9503180.0","2","0"
"9611058.0","4","0"
"210297.0","0","3"
"212220.0","0","6"
"9204049.0","1","0"
"9204084.0","4","0"
"9211057.0","7","0"
"9910025.0","2","0"
"205256.0","0","1"
"302187.0","0","1"
"9309059.0","7","0"
"9405048.0","0","2"
"9602095.0","0","1"
"9206056.0","7","1"
"9510107.0","0","1"
"9113.0","1","2"
"9410042.0","6","1"
"9711064.0","1","0"
"9908208.0","4","0"
"102012.0","2","1"
"203008.0","0","1"
"5249.0","1","1"
"10029.0","0","1"
"101046.0","1","1"
"101089.0","5","1"
"206039.0","0","3"
"9609024.0","1","0"
"9701145.0","0","1"
"108203.0","4","2"
"9811108.0","5","0"
"9903218.0","2","1"
"9248.0","0","7"
"112182.0","2","4"
"302225.0","0","3"
"9211139.0","3","0"
"8026.0","0","4"
"9304131.0","8","0"
"9412132.0","7","2"
"9702141.0","2","2"
"9510113.0","0","2"
"9607097.0","0","2"
"9509147.0","2","1"
"108194.0","3","16"
"9601082.0","1","2"
"9511223.0","2","3"
"9804012.0","3","0"
"9304006.0","1","0"
"9412208.0","5","0"
"9806031.0","0","2"
"9602088.0","4","0"
"9703057.0","1","2"
"9709073.0","0","4"
"9308027.0","15","0"
"3127.0","0","5"
"9707227.0","2","4"
"9706167.0","2","2"
"9901010.0","3","1"
"9609089.0","4","3"
"9911053.0","1","2"
"9508165.0","3","2"
"9504116.0","2","2"
"9510076.0","0","5"
"9601079.0","0","2"
"9610047.0","0","4"
"9703181.0","0","4"
"9710084.0","0","2"
"9811202.0","0","4"
"9609083.0","3","1"
"9902175.0","2","2"
"9903106.0","1","6"
"9612068.0","2","1"
"9206113.0","1","0"
"9501085.0","3","0"
"9402100.0","1","0"
"9411105.0","1","1"
"9701180.0","0","1"
"9707237.0","1","4"
"9512020.0","3","0"
"9612189.0","0","1"
"9705049.0","4","0"
"106215.0","3","4"
"108105.0","4","4"
"111253.0","3","5"
"205135.0","1","12"
"5203.0","0","4"
"9902146.0","3","2"
"9711056.0","7","1"
"109171.0","0","1"
"9808040.0","6","0"
"12085.0","5","1"
"204015.0","1","7"
"9408090.0","2","0"
"3130.0","2","0"
"9211074.0","2","0"
"9501125.0","0","2"
"9805102.0","2","3"
"9806148.0","3","1"
"9705224.0","5","0"
"9202035.0","5","0"
"9208081.0","0","1"
"9207108.0","3","0"
"3134.0","2","0"
"6248.0","3","1"
"110043.0","0","3"
"9811235.0","2","2"
"9812019.0","1","1"
"9405166.0","7","1"
"9603159.0","6","3"
"9506003.0","1","2"
"9603062.0","4","3"
"9609054.0","0","5"
"9608025.0","1","5"
"9204045.0","7","0"
"9401053.0","1","1"
"9907092.0","2","1"
"9908188.0","1","4"
"9807203.0","4","0"
"101230.0","0","1"
"9507152.0","1","0"
"9512101.0","3","1"
"9611154.0","1","1"
"9605116.0","2","1"
"9712248.0","2","2"
"10228.0","1","1"
"9305014.0","2","0"
"9206005.0","1","0"
"9210069.0","3","0"
"9710183.0","4","0"
"210099.0","0","1"
"9501064.0","1","0"
"9602113.0","2","0"
"9604143.0","8","0"
"9809081.0","3","4"
"9079.0","0","4"
"9909204.0","3","1"
"9080.0","0","2"
"9903253.0","2","1"
"9710130.0","1","1"
"9802054.0","0","1"
"9802055.0","2","0"
"9501122.0","3","0"
"104025.0","1","1"
"9709084.0","2","0"
"7129.0","1","1"
"105009.0","1","1"
"109043.0","0","4"
"109045.0","0","8"
"212086.0","0","6"
"9610054.0","2","0"
"9404143.0","2","0"
"9408120.0","4","0"
"9610009.0","2","1"
"209108.0","0","2"
"9905043.0","3","0"
"9712220.0","2","0"
"9805119.0","1","0"
"10035.0","0","2"
"9807211.0","5","1"
"212068.0","0","1"
"9807131.0","0","3"
"208201.0","0","5"
"9807212.0","3","0"
"9803221.0","2","1"
"9804044.0","0","4"
"9905219.0","3","0"
"9912034.0","1","0"
"3149.0","0","1"
"9803075.0","1","0"
"302201.0","0","1"
"9205011.0","8","0"
"9410023.0","3","1"
"9406064.0","0","1"
"111024.0","0","2"
"9606189.0","1","0"
"9910168.0","0","2"
"9612135.0","1","0"
"108185.0","3","2"
"9909106.0","4","0"
"8124.0","0","1"
"9211008.0","2","0"
"9604076.0","1","0"
"9412032.0","2","0"
"9311032.0","1","0"
"9709173.0","4","0"
"9808173.0","5","2"
"111162.0","1","5"
"3155.0","4","1"
"9906093.0","4","0"
"9305054.0","6","0"
"9310168.0","0","1"
"9406106.0","0","1"
"9406182.0","0","2"
"9508027.0","0","3"
"9511146.0","0","1"
"9904193.0","1","1"
"9803009.0","1","0"
"9209083.0","5","0"
"4074.0","22","0"
"9805077.0","2","0"
"9812199.0","1","0"
"206095.0","0","10"
"9612059.0","3","1"
"10155.0","0","5"
"9811180.0","6","0"
"9901064.0","1","1"
"9603096.0","1","0"
"9702096.0","1","0"
"9703032.0","0","1"
"9907225.0","3","0"
"12002.0","1","3"
"9510121.0","3","0"
"9801007.0","2","0"
"4120.0","0","1"
"9201025.0","2","0"
"9307071.0","3","1"
"9209108.0","0","1"
"9203075.0","1","0"
"9207097.0","7","0"
"9403122.0","1","0"
"9503040.0","3","1"
"9211078.0","1","0"
"9208048.0","5","0"
"9505026.0","0","4"
"9510185.0","4","6"
"9406054.0","3","0"
"202064.0","2","10"
"9511130.0","3","2"
"9808068.0","3","1"
"9305133.0","5","0"
"9601107.0","0","1"
"9611212.0","0","1"
"9307161.0","4","0"
"9312144.0","2","10"
"9611108.0","2","3"
"9304081.0","3","0"
"9309049.0","1","1"
"9406086.0","2","1"
"9608031.0","3","0"
"9703071.0","1","4"
"9901043.0","2","0"
"9209045.0","5","1"
"9310017.0","0","1"
"9310033.0","2","3"
"9407063.0","0","1"
"9211049.0","5","0"
"110180.0","1","2"
"9407164.0","0","1"
"9604028.0","3","0"
"9912134.0","0","1"
"9605056.0","1","0"
"3186.0","0","2"
"9607124.0","3","0"
"9310148.0","3","0"
"9602159.0","1","1"
"9410199.0","3","0"
"207225.0","0","1"
"9411127.0","1","0"
"9604150.0","1","3"
"9603121.0","0","1"
"9601120.0","1","0"
"9307012.0","2","0"
"301015.0","0","3"
"3189.0","1","0"
"206021.0","0","3"
"9210009.0","7","0"
"211137.0","2","7"
"9211003.0","7","0"
"9502161.0","2","1"
"9212121.0","1","0"
"9502154.0","0","4"
"9302068.0","2","0"
"9304019.0","2","1"
"9311069.0","2","0"
"9406099.0","0","1"
"9402091.0","2","0"
"9404012.0","1","1"
"9403163.0","3","0"
"9406196.0","4","0"
"9407154.0","3","0"
"9412128.0","7","1"
"9510082.0","4","4"
"9701101.0","1","5"
"9506198.0","1","1"
"109062.0","0","1"
"9707159.0","3","1"
"9710002.0","1","0"
"103144.0","1","2"
"9805216.0","1","0"
"9809091.0","0","2"
"9810184.0","1","2"
"9905214.0","1","1"
"112095.0","1","2"
"9910226.0","2","0"
"209024.0","0","2"
"304205.0","0","1"
"9206075.0","7","0"
"9206090.0","2","0"
"9410196.0","0","5"
"9303127.0","3","0"
"9609221.0","0","2"
"9212104.0","6","0"
"9204098.0","3","0"
"9402001.0","5","0"
"9405093.0","4","2"
"9406111.0","1","4"
"9209043.0","6","0"
"9301127.0","2","0"
"9403088.0","3","0"
"9306118.0","3","0"
"9402153.0","1","0"
"9201049.0","3","0"
"9204013.0","2","0"
"9208039.0","1","0"
"9407052.0","2","0"
"9408005.0","3","1"
"9209009.0","3","0"
"9405142.0","0","2"
"9407132.0","0","2"
"9409079.0","0","4"
"9210002.0","2","0"
"9708167.0","0","2"
"9705097.0","0","4"
"9805147.0","0","3"
"9701071.0","0","2"
"9607016.0","0","1"
"9412009.0","1","0"
"9507047.0","1","1"
"9302002.0","2","0"
"9308016.0","0","3"
"9207101.0","5","0"
"9406215.0","5","2"
"9605193.0","0","1"
"208147.0","0","1"
"9607142.0","0","2"
"9612235.0","1","2"
"101103.0","0","6"
"9804094.0","3","2"
"204046.0","0","4"
"206121.0","0","3"
"9707234.0","1","3"
"9908055.0","0","5"
"9808001.0","1","0"
"9310022.0","6","1"
"9805008.0","9","1"
"9504041.0","0","2"
"9810124.0","0","1"
"9809178.0","4","1"
"4066.0","0","5"
"211186.0","0","2"
"9506054.0","0","1"
"9302115.0","2","0"
"9607009.0","1","1"
"9309076.0","3","0"
"9309159.0","2","0"
"9401166.0","1","0"
"9305146.0","3","0"
"9709016.0","0","3"
"9508016.0","2","0"
"9908050.0","4","1"
"9203004.0","5","0"
"4055.0","0","2"
"9612159.0","1","1"
"206186.0","1","8"
"209109.0","0","3"
"9210070.0","3","0"
"203251.0","1","3"
"9603192.0","0","1"
"302037.0","0","2"
"9211046.0","1","0"
"9306098.0","2","0"
"9502159.0","0","3"
"9705183.0","3","0"
"9801096.0","3","1"
"9905166.0","0","3"
"9710211.0","0","1"
"9710209.0","1","2"
"9710058.0","3","0"
"105053.0","1","3"
"205173.0","0","5"
"9306066.0","6","0"
"9410174.0","6","6"
"303189.0","0","1"
"9304137.0","0","1"
"9308003.0","1","1"
"9601021.0","0","1"
"9609144.0","0","2"
"9310185.0","7","0"
"9702191.0","1","1"
"9408096.0","1","0"
"6150.0","0","2"
"110015.0","0","1"
"4173.0","0","2"
"9810156.0","1","1"
"9611081.0","1","0"
"9701059.0","0","2"
"112105.0","0","1"
"9202012.0","13","0"
"106016.0","8","5"
"9407194.0","7","0"
"9602063.0","3","1"
"207240.0","0","2"
"9707065.0","0","1"
"3206.0","3","0"
"201188.0","0","4"
"9803121.0","4","0"
"9704149.0","1","0"
"9903216.0","3","0"
"9503064.0","2","1"
"3210.0","2","0"
"211154.0","0","7"
"9610202.0","6","0"
"12224.0","0","1"
"111252.0","1","1"
"9910206.0","2","0"
"9301045.0","1","0"
"9201062.0","1","0"
"9502146.0","1","1"
"9201031.0","3","0"
"3212.0","0","1"
"9212067.0","0","2"
"9212105.0","1","0"
"9403130.0","0","2"
"9305015.0","2","0"
"9603162.0","0","1"
"9305028.0","7","0"
"9404115.0","12","0"
"9404038.0","2","0"
"9607031.0","0","2"
"9309022.0","6","0"
"9211133.0","3","0"
"9306036.0","1","0"
"9407032.0","2","0"
"9407135.0","1","0"
"9411241.0","0","2"
"9710017.0","0","1"
"9903012.0","3","0"
"210101.0","4","23"
"9115.0","0","1"
"101221.0","2","1"
"9603154.0","2","0"
"4088.0","2","1"
"9013.0","1","2"
"3229.0","2","0"
"104160.0","2","3"
"301202.0","0","5"
"103023.0","10","5"
"110006.0","2","4"
"207007.0","1","4"
"203259.0","3","7"
"211209.0","0","2"
"9411140.0","2","0"
"9603143.0","2","0"
"9306157.0","4","0"
"9307040.0","5","0"
"3243.0","7","0"
"10290.0","0","3"
"101227.0","1","2"
"303062.0","0","2"
"303241.0","0","8"
"9410115.0","2","0"
"9712119.0","4","1"
"208195.0","0","3"
"9901031.0","5","4"
"9410044.0","0","1"
"9406118.0","4","0"
"9411005.0","1","3"
"9511172.0","1","5"
"9506016.0","4","1"
"9507029.0","1","3"
"9705033.0","0","1"
"9710234.0","1","0"
"9703129.0","4","2"
"9803178.0","1","0"
"105306.0","1","1"
"303130.0","0","3"
"206232.0","0","3"
"9802077.0","1","0"
"102020.0","0","1"
"9212042.0","3","0"
"9401014.0","3","1"
"205157.0","1","2"
"9704073.0","5","0"
"103189.0","1","1"
"9801041.0","1","1"
"302013.0","0","2"
"9507173.0","4","0"
"9603065.0","1","0"
"3253.0","1","0"
"7182.0","0","1"
"201065.0","0","1"
"9811184.0","1","1"
"10161.0","0","1"
"7105.0","2","3"
"9303098.0","6","0"
"10210.0","0","2"
"9804002.0","2","1"
"11022.0","0","2"
"9608100.0","1","1"
"9810049.0","1","1"
"3254.0","1","0"
"9409004.0","2","0"
"9412042.0","1","1"
"9511010.0","1","1"
"9512097.0","2","0"
"9707024.0","1","2"
"9709057.0","0","2"
"9706193.0","4","1"
"9711061.0","1","2"
"9708032.0","1","0"
"9206039.0","7","0"
"9612122.0","2","1"
"9503061.0","3","2"
"9510114.0","3","2"
"9612125.0","1","1"
"9312109.0","0","1"
"9405009.0","1","0"
"9410225.0","0","2"
"9609064.0","3","0"
"9210104.0","2","0"
"9412050.0","2","0"
"9710109.0","1","2"
"9906015.0","0","2"
"9707231.0","1","0"
"9511105.0","3","0"
"9605181.0","4","0"
"9607074.0","3","2"
"9611143.0","3","2"
"9706052.0","0","1"
"9905088.0","0","5"
"9401020.0","3","0"
"9909142.0","2","1"
"9803089.0","1","1"
"9906117.0","0","2"
"9903070.0","4","0"
"9904047.0","5","1"
"9910151.0","1","3"
"9910166.0","1","3"
"9910002.0","1","2"
"5207.0","0","3"
"7149.0","0","2"
"9906002.0","1","1"
"3257.0","0","1"
"9812138.0","1","0"
"3258.0","0","1"
"9512090.0","0","2"
"9165.0","0","1"
"9907141.0","1","0"
"9511184.0","2","3"
"9411118.0","2","0"
"3267.0","3","0"
"9307075.0","5","0"
"9411027.0","3","2"
"9510189.0","1","2"
"9709047.0","0","3"
"9510077.0","1","3"
"3268.0","0","4"
"9412017.0","3","1"
"9602013.0","0","6"
"9801101.0","0","2"
"9503117.0","1","1"
"9603064.0","2","0"
"9302111.0","5","0"
"9309120.0","0","1"
"9208028.0","2","0"
"9204092.0","2","0"
"9312019.0","1","0"
"9408001.0","2","1"
"9407081.0","2","0"
"9303091.0","1","1"
"9903254.0","4","0"
"9402053.0","3","0"
"9508019.0","0","2"
"9411200.0","0","4"
"9409161.0","0","1"
"9211063.0","3","0"
"9703092.0","1","0"
"9308053.0","4","0"
"9309118.0","3","0"
"9809028.0","0","1"
"9412169.0","2","2"
"109115.0","2","2"
"201056.0","2","3"
"9608048.0","4","0"
"9710076.0","3","1"
"206133.0","2","4"
"302003.0","0","3"
"9601088.0","3","2"
"9609193.0","2","3"
"9603103.0","1","2"
"9701108.0","0","2"
"9411104.0","10","0"
"304225.0","0","12"
"3282.0","1","1"
"9911219.0","1","0"
"3283.0","0","1"
"9703177.0","1","1"
"9305156.0","1","0"
"9405183.0","4","0"
"205140.0","12","11"
"9702062.0","1","0"
"9712088.0","7","0"
"9811150.0","3","2"
"9092.0","0","2"
"105281.0","0","1"
"106166.0","0","2"
"210242.0","0","1"
"9311059.0","2","0"
"9202056.0","8","0"
"9310006.0","0","2"
"9212005.0","3","1"
"9207036.0","0","1"
"9609227.0","0","1"
"9405001.0","4","0"
"9512001.0","1","1"
"9612024.0","0","1"
"9807086.0","0","1"
"9801115.0","2","1"
"104128.0","0","5"
"9805184.0","4","4"
"9809050.0","1","7"
"9803184.0","8","1"
"9804072.0","3","4"
"9906229.0","1","5"
"9803200.0","5","0"
"9909086.0","10","0"
"108036.0","2","2"
"109166.0","0","1"
"212115.0","0","3"
"9206087.0","7","0"
"9207046.0","7","0"
"9208015.0","9","0"
"9503187.0","1","1"
"9301106.0","3","1"
"9412139.0","2","0"
"9308028.0","2","0"
"5201.0","1","2"
"303079.0","0","2"
"104123.0","0","1"
"208052.0","1","5"
"9204070.0","3","0"
"3293.0","0","1"
"9309129.0","1","2"
"9609222.0","1","1"
"9610025.0","2","0"
"9808071.0","4","1"
"203117.0","0","2"
"303014.0","0","2"
"203148.0","0","2"
"9505059.0","3","0"
"9705018.0","2","0"
"9909141.0","4","3"
"9205006.0","4","0"
"9212114.0","0","2"
"9309139.0","1","2"
"9910032.0","0","2"
"9607206.0","0","1"
"9801130.0","1","0"
"201211.0","3","0"
"111094.0","0","2"
"6004.0","2","1"
"9307117.0","3","0"
"9612111.0","1","1"
"4153.0","3","0"
"9801168.0","1","0"
"9606018.0","2","0"
"9312173.0","1","0"
"4012.0","0","1"
"9606053.0","1","0"
"9608051.0","0","1"
"9809002.0","2","0"
"4018.0","1","0"
"104257.0","0","1"
"9506204.0","3","0"
"4024.0","8","0"
"9702197.0","1","0"
"9407103.0","2","0"
"4031.0","0","1"
"9310121.0","2","0"
"9312085.0","1","0"
"209007.0","0","1"
"9204057.0","11","0"
"112053.0","1","1"
"112181.0","0","2"
"212321.0","0","2"
"9309147.0","3","0"
"9810101.0","0","1"
"9709135.0","1","0"
"9709205.0","1","0"
"9711152.0","0","2"
"9511072.0","8","1"
"9711170.0","2","1"
"107045.0","3","3"
"207169.0","0","5"
"304135.0","0","1"
"9402049.0","1","0"
"9811177.0","2","0"
"9405043.0","1","0"
"106208.0","0","1"
"302212.0","0","4"
"9204001.0","1","0"
"9312200.0","5","0"
"9603141.0","1","4"
"9409164.0","2","1"
"9601156.0","1","2"
"9912197.0","0","2"
"9912199.0","0","1"
"4047.0","0","1"
"9911143.0","1","0"
"4046.0","0","2"
"9408044.0","2","0"
"103110.0","2","2"
"9611114.0","4","0"
"9611115.0","1","0"
"9611116.0","5","0"
"9804103.0","1","0"
"4052.0","1","2"
"9301079.0","3","0"
"9710182.0","0","1"
"9604138.0","2","0"
"9203046.0","8","0"
"9905136.0","1","1"
"9701056.0","0","3"
"9306018.0","9","0"
"9312177.0","0","1"
"211045.0","0","1"
"4060.0","1","1"
"7249.0","0","1"
"9907122.0","1","2"
"9912099.0","1","1"
"9809131.0","2","0"
"9903035.0","1","1"
"9512172.0","1","0"
"9704048.0","0","1"
"202069.0","4","3"
"9811063.0","1","0"
"304130.0","0","1"
"4065.0","1","1"
"9910265.0","2","0"
"9810059.0","1","3"
"9704111.0","2","0"
"9907171.0","1","2"
"9302001.0","2","0"
"9307056.0","2","0"
"9401154.0","8","0"
"9210007.0","3","0"
"9301084.0","1","0"
"9407191.0","3","0"
"9412054.0","3","0"
"9810113.0","4","3"
"9412104.0","5","0"
"9806221.0","1","1"
"9304123.0","4","0"
"9606180.0","5","2"
"9512189.0","7","2"
"9707050.0","0","1"
"9210129.0","3","0"
"9309074.0","3","0"
"9310070.0","6","0"
"9408041.0","3","1"
"9408143.0","0","1"
"9503107.0","0","1"
"9407057.0","2","0"
"9801035.0","1","0"
"4069.0","1","1"
"203042.0","0","3"
"9901049.0","1","1"
"9802136.0","1","3"
"9802146.0","1","1"
"9904046.0","0","1"
"9206037.0","6","0"
"107056.0","1","3"
"9209040.0","2","0"
"9304037.0","8","0"
"9205095.0","5","0"
"9911005.0","0","2"
"9401110.0","7","1"
"9510192.0","5","0"
"9610057.0","1","0"
"202033.0","0","5"
"9304014.0","1","0"
"9506038.0","2","0"
"9301036.0","1","0"
"4082.0","0","2"
"9503188.0","1","0"
"106239.0","1","2"
"9606190.0","4","0"
"9612208.0","4","0"
"9712212.0","0","2"
"106098.0","0","1"
"105065.0","0","2"
"9212135.0","3","0"
"9703055.0","3","0"
"9801167.0","1","0"
"9906020.0","3","0"
"9712210.0","1","2"
"9304078.0","1","0"
"9711052.0","5","2"
"208019.0","12","17"
"9806088.0","2","1"
"110080.0","3","5"
"208025.0","0","4"
"9603029.0","6","0"
"9908158.0","1","5"
"9708027.0","1","1"
"9712123.0","1","1"
"9309150.0","4","0"
"9502083.0","4","2"
"9405145.0","3","0"
"9511033.0","2","1"
"209236.0","1","5"
"9803063.0","8","0"
"209025.0","5","5"
"9504001.0","2","1"
"9907063.0","3","0"
"9311113.0","4","0"
"9602131.0","0","1"
"9602143.0","0","2"
"9604121.0","2","0"
"210235.0","0","3"
"12006.0","0","1"
"203232.0","0","2"
"209102.0","0","2"
"9509033.0","2","0"
"9049.0","0","2"
"202066.0","0","2"
"9305111.0","4","0"
"9303063.0","1","0"
"9511136.0","1","0"
"9901133.0","1","1"
"110227.0","0","3"
"9904048.0","1","0"
"9906213.0","0","2"
"9603047.0","1","0"
"9809007.0","2","0"
"9205111.0","2","0"
"4139.0","1","0"
"9903017.0","5","0"
"7081.0","0","2"
"8040.0","2","2"
"303052.0","0","3"
"9910014.0","0","1"
"9903018.0","2","0"
"9711022.0","1","0"
"303248.0","0","9"
"9602080.0","3","0"
"9609029.0","1","1"
"205239.0","0","2"
"9608052.0","0","1"
"9603054.0","2","0"
"9611001.0","2","1"
"9611002.0","2","1"
"9903127.0","2","0"
"203158.0","0","1"
"9504024.0","3","0"
"9708125.0","1","2"
"9708144.0","0","1"
"9709052.0","0","2"
"9512168.0","1","0"
"9609150.0","0","1"
"9505095.0","6","0"
"9503224.0","3","0"
"104107.0","1","1"
"9202045.0","4","0"
"9304067.0","8","3"
"9511168.0","6","2"
"9908170.0","0","2"
"9311076.0","2","0"
"9511081.0","3","0"
"9702134.0","10","7"
"9705157.0","4","3"
"9803258.0","4","8"
"8099.0","1","3"
"9803181.0","0","6"
"9910162.0","0","5"
"9703226.0","7","0"
"9712053.0","1","6"
"9812001.0","0","3"
"9501058.0","5","0"
"9605097.0","4","1"
"9310015.0","3","0"
"9404112.0","2","0"
"9401075.0","4","0"
"9705060.0","1","2"
"9912005.0","2","0"
"7224.0","1","1"
"9801199.0","1","4"
"9806135.0","0","4"
"9707054.0","1","0"
"9605103.0","4","0"
"9610055.0","3","1"
"9708010.0","1","3"
"9707082.0","3","0"
"9212103.0","5","0"
"9411192.0","0","1"
"9508129.0","3","0"
"9512013.0","6","0"
"9610019.0","4","0"
"9207048.0","2","0"
"9304075.0","1","1"
"9308017.0","0","3"
"9603139.0","3","1"
"9302076.0","12","0"
"9407110.0","0","3"
"4157.0","1","4"
"301096.0","0","2"
"9403188.0","10","2"
"9701102.0","3","6"
"9811104.0","0","1"
"9408038.0","10","0"
"9701072.0","5","1"
"112159.0","0","6"
"9908112.0","4","4"
"6227.0","2","7"
"111211.0","1","4"
"210085.0","1","4"
"9310043.0","11","0"
"9403069.0","12","1"
"9310044.0","16","0"
"9509139.0","4","2"
"7230.0","1","2"
"9811210.0","1","4"
"9904084.0","1","4"
"9702002.0","10","0"
"9810217.0","0","3"
"9811066.0","5","0"
"8070.0","2","5"
"4161.0","1","1"
"9204056.0","5","0"
"9408061.0","4","2"
"9310182.0","0","1"
"9312161.0","7","2"
"9402129.0","3","3"
"9304103.0","2","0"
"9307178.0","8","0"
"9405092.0","0","1"
"9407033.0","2","3"
"9406039.0","1","0"
"9805036.0","5","0"
"9812146.0","0","1"
"9912097.0","2","0"
"9306006.0","6","0"
"9308009.0","2","0"
"9611224.0","2","0"
"9210131.0","2","0"
"9303080.0","3","0"
"9303117.0","3","0"
"9507076.0","9","1"
"9511207.0","10","4"
"9611211.0","1","1"
"9409133.0","2","2"
"9610146.0","0","3"
"9412218.0","3","1"
"9507077.0","5","0"
